transaction_id,store_id,product_id,quantity_sold,unit_price,total_amount,sale_date
50106,3,1004,4,180.0,720.0,2024-12-07
50107,1,1006,9,120.0,1080.0,2024-07-27
50108,5,1012,3,40.0,120.0,2024-05-01
50109,2,1013,3,120.0,360.0,2024-07-30
50110,1,1003,6,55.0,330.0,2024-07-29
50111,2,1005,3,185.0,555.0,2024-12-25
50112,1,1007,1,45.0,45.0,2024-08-28
50113,2,1004,8,180.0,1440.0,2024-06-28
50114,3,1014,4,35.0,140.0,2024-04-24
50115,1,1011,4,30.0,120.0,2024-07-23
50116,3,1005,2,185.0,370.0,2024-05-22
50117,3,1011,9,30.0,270.0,2024-07-23
50118,5,1006,1,120.0,120.0,2024-02-29
50119,3,1003,10,55.0,550.0,2024-05-15
50120,1,1002,10,35.0,350.0,2024-08-10
50121,3,1012,6,40.0,240.0,2024-08-11
50122,5,1009,2,85.0,170.0,2024-07-16
50123,5,1004,5,180.0,900.0,2024-01-23
50124,4,1001,9,450.0,4050.0,2024-10-02
50125,2,1006,7,120.0,840.0,2024-02-05
50126,3,1010,6,25.0,150.0,2024-12-05
50127,1,1012,5,40.0,200.0,2024-09-16
50128,3,1011,7,30.0,210.0,2024-06-16
50129,4,1012,5,40.0,200.0,2024-10-10
50130,2,1004,7,180.0,1260.0,2024-12-06
50131,4,1011,3,30.0,90.0,2024-11-11
50132,5,1005,7,185.0,1295.0,2024-10-07
50133,1,1005,5,185.0,925.0,2024-04-17
50134,4,1013,10,120.0,1200.0,2024-11-06
50135,3,1008,8,65.0,520.0,2024-08-14
50136,2,1009,8,85.0,680.0,2024-03-27
50137,1,1005,9,185.0,1665.0,2024-12-05
50138,5,1006,2,120.0,240.0,2024-04-30
50139,3,1004,4,180.0,720.0,2024-03-16
50140,1,1001,4,450.0,1800.0,2024-08-31
50141,5,1014,2,35.0,70.0,2024-08-21
50142,4,1011,10,30.0,300.0,2024-04-09
50143,4,1008,7,65.0,455.0,2024-05-04
50144,2,1011,1,30.0,30.0,2024-02-24
50145,4,1004,3,180.0,540.0,2024-12-22
50146,5,1008,1,65.0,65.0,2024-10-12
50147,2,1014,2,35.0,70.0,2024-08-21
50148,2,1013,8,120.0,960.0,2024-12-07
50149,5,1009,10,85.0,850.0,2024-06-11
50150,4,1010,9,25.0,225.0,2024-08-06
50151,5,1008,3,65.0,195.0,2024-08-31
50152,4,1005,4,185.0,740.0,2024-11-22
50153,3,1013,9,120.0,1080.0,2024-09-05
50154,2,1005,8,185.0,1480.0,2024-02-09
50155,3,1004,5,180.0,900.0,2024-06-20
50156,3,1009,2,85.0,170.0,2024-03-11
50157,2,1004,7,180.0,1260.0,2024-12-21
50158,2,1012,4,40.0,160.0,2024-02-02
50159,4,1007,6,45.0,270.0,2024-10-04
50160,4,1007,1,45.0,45.0,2024-04-15
50161,4,1007,10,45.0,450.0,2024-12-22
50162,1,1014,10,35.0,350.0,2024-07-13
50163,4,1001,6,450.0,2700.0,2024-06-01
50164,4,1014,7,35.0,245.0,2024-10-02
50165,5,1013,10,120.0,1200.0,2024-04-22
50166,4,1004,5,180.0,900.0,2024-08-11
50167,4,1001,7,450.0,3150.0,2024-06-21
50168,4,1012,3,40.0,120.0,2024-08-27
50169,2,1010,9,25.0,225.0,2024-01-14
50170,4,1010,10,25.0,250.0,2024-12-05
50171,1,1002,7,35.0,245.0,2024-03-10
50172,4,1003,1,55.0,55.0,2024-05-13
50173,4,1006,4,120.0,480.0,2024-08-20
50174,3,1006,7,120.0,840.0,2024-05-22
50175,4,1005,2,185.0,370.0,2024-08-28
50176,1,1012,9,40.0,360.0,2024-01-27
50177,3,1004,2,180.0,360.0,2024-11-29
50178,1,1013,1,120.0,120.0,2024-05-06
50179,2,1014,1,35.0,35.0,2024-11-14
50180,2,1004,3,180.0,540.0,2024-08-30
50181,1,1010,4,25.0,100.0,2024-08-26
50182,3,1013,6,120.0,720.0,2024-03-26
50183,5,1010,2,25.0,50.0,2024-03-24
50184,3,1002,10,35.0,350.0,2024-01-14
50185,3,1010,7,25.0,175.0,2024-07-22
50186,2,1002,10,35.0,350.0,2024-12-19
50187,2,1002,5,35.0,175.0,2024-12-16
50188,5,1013,2,120.0,240.0,2024-10-16
50189,1,1006,9,120.0,1080.0,2024-08-07
50190,3,1002,9,35.0,315.0,2024-11-27
50191,3,1001,7,450.0,3150.0,2024-09-07
50192,1,1007,6,45.0,270.0,2024-11-21
50193,4,1012,3,40.0,120.0,2024-08-10
50194,2,1012,9,40.0,360.0,2024-11-29
50195,3,1010,9,25.0,225.0,2024-09-04
50196,4,1007,10,45.0,450.0,2024-05-17
50197,3,1014,4,35.0,140.0,2024-02-14
50198,3,1008,4,65.0,260.0,2024-08-25
50199,5,1010,7,25.0,175.0,2024-06-21
50200,1,1008,6,65.0,390.0,2024-04-03
50201,4,1004,6,180.0,1080.0,2024-05-12
50202,3,1005,10,185.0,1850.0,2024-12-25
50203,3,1009,1,85.0,85.0,2024-09-21
50204,2,1002,4,35.0,140.0,2024-07-27
50205,4,1009,4,85.0,340.0,2024-12-19
50206,4,1011,8,30.0,240.0,2024-08-17
50207,1,1002,5,35.0,175.0,2024-04-23
50208,4,1012,4,40.0,160.0,2024-06-05
50209,5,1006,8,120.0,960.0,2024-10-10
50210,5,1006,7,120.0,840.0,2024-10-08
50211,3,1006,8,120.0,960.0,2024-05-18
50212,3,1005,4,185.0,740.0,2024-03-02
50213,2,1006,2,120.0,240.0,2024-10-01
50214,2,1004,4,180.0,720.0,2024-09-04
50215,3,1012,10,40.0,400.0,2024-09-25
50216,5,1005,2,185.0,370.0,2024-04-09
50217,3,1004,6,180.0,1080.0,2024-04-01
50218,3,1001,9,450.0,4050.0,2024-03-05
50219,3,1001,1,450.0,450.0,2024-10-10
50220,3,1012,3,40.0,120.0,2024-11-22
50221,4,1002,1,35.0,35.0,2024-10-20
50222,3,1008,8,65.0,520.0,2024-08-13
50223,3,1003,1,55.0,55.0,2024-05-09
50224,4,1002,2,35.0,70.0,2024-07-24
50225,4,1002,10,35.0,350.0,2024-11-18
50226,1,1003,3,55.0,165.0,2024-10-15
50227,3,1002,4,35.0,140.0,2024-03-01
50228,5,1013,7,120.0,840.0,2024-11-06
50229,5,1013,10,120.0,1200.0,2024-04-25
50230,5,1007,8,45.0,360.0,2024-08-14
50231,3,1014,10,35.0,350.0,2024-08-07
50232,3,1010,10,25.0,250.0,2024-01-31
50233,5,1012,2,40.0,80.0,2024-04-16
50234,2,1005,2,185.0,370.0,2024-03-21
50235,2,1003,9,55.0,495.0,2024-02-08
50236,2,1001,7,450.0,3150.0,2024-08-18
50237,5,1008,5,65.0,325.0,2024-01-17
50238,2,1005,5,185.0,925.0,2024-12-25
50239,4,1002,4,35.0,140.0,2024-05-15
50240,5,1011,4,30.0,120.0,2024-08-05
50241,1,1009,4,85.0,340.0,2024-11-27
50242,2,1005,3,185.0,555.0,2024-02-06
50243,1,1003,5,55.0,275.0,2024-10-31
50244,5,1005,8,185.0,1480.0,2024-03-04
50245,4,1012,5,40.0,200.0,2024-12-24
50246,4,1005,9,185.0,1665.0,2024-10-03
50247,4,1008,2,65.0,130.0,2024-11-02
50248,1,1007,6,45.0,270.0,2024-11-05
50249,3,1001,2,450.0,900.0,2024-04-27
50250,5,1010,1,25.0,25.0,2024-12-10
50251,3,1010,1,25.0,25.0,2024-03-30
50252,4,1009,8,85.0,680.0,2024-05-22
50253,2,1010,7,25.0,175.0,2024-11-21
50254,4,1002,8,35.0,280.0,2024-06-27
50255,4,1006,6,120.0,720.0,2024-12-09
50256,1,1014,3,35.0,105.0,2024-06-17
50257,4,1012,8,40.0,320.0,2024-05-27
50258,4,1014,9,35.0,315.0,2024-01-19
50259,4,1002,6,35.0,210.0,2024-05-09
50260,3,1002,7,35.0,245.0,2024-09-20
50261,1,1011,9,30.0,270.0,2024-08-24
50262,4,1001,4,450.0,1800.0,2024-09-22
50263,3,1010,8,25.0,200.0,2024-11-16
50264,4,1013,1,120.0,120.0,2024-04-14
50265,3,1009,3,85.0,255.0,2024-05-27
50266,4,1012,8,40.0,320.0,2024-03-03
50267,1,1011,10,30.0,300.0,2024-05-02
50268,2,1005,9,185.0,1665.0,2024-01-08
50269,5,1007,2,45.0,90.0,2024-04-25
50270,1,1008,2,65.0,130.0,2024-11-27
50271,2,1008,5,65.0,325.0,2024-09-17
50272,3,1007,8,45.0,360.0,2024-08-29
50273,2,1008,9,65.0,585.0,2024-03-15
50274,4,1004,10,180.0,1800.0,2024-09-17
50275,2,1014,2,35.0,70.0,2024-05-21
50276,4,1006,9,120.0,1080.0,2024-05-16
50277,1,1005,5,185.0,925.0,2024-10-27
50278,5,1011,8,30.0,240.0,2024-03-17
50279,4,1009,8,85.0,680.0,2024-06-25
50280,3,1009,9,85.0,765.0,2024-07-12
50281,4,1006,4,120.0,480.0,2024-12-23
50282,2,1010,7,25.0,175.0,2024-04-29
50283,4,1001,6,450.0,2700.0,2024-08-30
50284,4,1007,3,45.0,135.0,2024-09-10
50285,1,1003,9,55.0,495.0,2024-10-29
50286,3,1014,2,35.0,70.0,2024-08-13
50287,1,1009,8,85.0,680.0,2024-01-08
50288,2,1007,3,45.0,135.0,2024-02-08
50289,4,1013,5,120.0,600.0,2024-06-22
50290,5,1012,7,40.0,280.0,2024-11-28
50291,1,1014,6,35.0,210.0,2024-12-11
50292,5,1007,6,45.0,270.0,2024-11-16
50293,4,1014,9,35.0,315.0,2024-01-19
50294,5,1002,4,35.0,140.0,2024-11-19
50295,3,1004,2,180.0,360.0,2024-08-10
50296,1,1013,2,120.0,240.0,2024-08-15
50297,2,1012,5,40.0,200.0,2024-01-15
50298,1,1006,1,120.0,120.0,2024-05-30
50299,3,1006,7,120.0,840.0,2024-03-15
50300,2,1009,7,85.0,595.0,2024-10-16
50301,2,1003,3,55.0,165.0,2024-02-10
50302,5,1014,7,35.0,245.0,2024-11-13
50303,2,1008,10,65.0,650.0,2024-03-14
50304,2,1008,5,65.0,325.0,2024-08-23
50305,3,1011,1,30.0,30.0,2024-08-26
50306,3,1011,9,30.0,270.0,2024-03-21
50307,1,1008,6,65.0,390.0,2024-10-27
50308,3,1011,7,30.0,210.0,2024-12-19
50309,3,1008,5,65.0,325.0,2024-04-11
50310,4,1014,8,35.0,280.0,2024-02-24
50311,2,1007,10,45.0,450.0,2024-07-02
50312,5,1005,5,185.0,925.0,2024-01-12
50313,4,1005,1,185.0,185.0,2024-10-16
50314,1,1010,8,25.0,200.0,2024-05-26
50315,2,1010,6,25.0,150.0,2024-04-22
50316,2,1010,5,25.0,125.0,2024-12-13
50317,2,1011,2,30.0,60.0,2024-11-17
50318,1,1005,8,185.0,1480.0,2024-01-18
50319,5,1006,3,120.0,360.0,2024-02-16
50320,3,1006,7,120.0,840.0,2024-03-30
50321,2,1003,9,55.0,495.0,2024-07-06
50322,5,1009,5,85.0,425.0,2024-03-25
50323,3,1014,8,35.0,280.0,2024-05-31
50324,3,1013,2,120.0,240.0,2024-08-27
50325,1,1003,4,55.0,220.0,2024-12-12
50326,4,1014,9,35.0,315.0,2024-07-06
50327,1,1013,7,120.0,840.0,2024-01-08
50328,3,1009,2,85.0,170.0,2024-08-20
50329,3,1011,5,30.0,150.0,2024-10-26
50330,4,1014,6,35.0,210.0,2024-02-25
50331,2,1008,1,65.0,65.0,2024-11-13
50332,5,1006,10,120.0,1200.0,2024-04-23
50333,1,1011,8,30.0,240.0,2024-12-24
50334,3,1011,7,30.0,210.0,2024-02-29
50335,2,1001,1,450.0,450.0,2024-06-04
50336,4,1002,2,35.0,70.0,2024-04-30
50337,5,1003,7,55.0,385.0,2024-08-20
50338,3,1011,9,30.0,270.0,2024-08-02
50339,5,1012,3,40.0,120.0,2024-07-31
50340,1,1014,8,35.0,280.0,2024-11-11
50341,4,1005,1,185.0,185.0,2024-12-19
50342,3,1004,8,180.0,1440.0,2024-08-15
50343,2,1014,6,35.0,210.0,2024-02-20
50344,3,1009,6,85.0,510.0,2024-02-01
50345,4,1005,4,185.0,740.0,2024-03-03
50346,4,1002,4,35.0,140.0,2024-11-24
50347,5,1001,1,450.0,450.0,2024-06-19
50348,2,1003,10,55.0,550.0,2024-04-15
50349,1,1014,9,35.0,315.0,2024-04-16
50350,5,1004,4,180.0,720.0,2024-06-17
50351,2,1013,10,120.0,1200.0,2024-01-02
50352,3,1014,3,35.0,105.0,2024-03-07
50353,5,1005,3,185.0,555.0,2024-02-26
50354,1,1003,1,55.0,55.0,2024-07-02
50355,2,1010,6,25.0,150.0,2024-01-09
50356,2,1005,1,185.0,185.0,2024-03-05
50357,4,1009,2,85.0,170.0,2024-02-02
50358,4,1008,6,65.0,390.0,2024-09-19
50359,5,1002,8,35.0,280.0,2024-09-14
50360,2,1010,1,25.0,25.0,2024-12-03
50361,5,1005,8,185.0,1480.0,2024-11-25
50362,1,1001,8,450.0,3600.0,2024-07-24
50363,4,1011,2,30.0,60.0,2024-09-08
50364,4,1002,2,35.0,70.0,2024-06-13
50365,5,1003,2,55.0,110.0,2024-03-05
50366,3,1010,10,25.0,250.0,2024-10-07
50367,3,1007,10,45.0,450.0,2024-09-28
50368,3,1008,9,65.0,585.0,2024-11-05
50369,4,1002,2,35.0,70.0,2024-12-01
50370,5,1012,4,40.0,160.0,2024-08-08
50371,4,1004,7,180.0,1260.0,2024-06-22
50372,4,1007,7,45.0,315.0,2024-02-18
50373,3,1007,6,45.0,270.0,2024-12-06
50374,3,1006,3,120.0,360.0,2024-12-17
50375,4,1002,2,35.0,70.0,2024-02-13
50376,1,1007,2,45.0,90.0,2024-07-09
50377,2,1009,1,85.0,85.0,2024-10-27
50378,5,1009,6,85.0,510.0,2024-12-09
50379,1,1007,6,45.0,270.0,2024-12-06
50380,4,1014,1,35.0,35.0,2024-05-27
50381,5,1005,6,185.0,1110.0,2024-02-23
50382,5,1009,4,85.0,340.0,2024-03-20
50383,4,1004,2,180.0,360.0,2024-06-28
50384,5,1006,2,120.0,240.0,2024-05-22
50385,5,1004,7,180.0,1260.0,2024-10-14
50386,5,1010,9,25.0,225.0,2024-01-14
50387,5,1011,5,30.0,150.0,2024-01-15
50388,2,1005,5,185.0,925.0,2024-06-22
50389,3,1001,3,450.0,1350.0,2024-03-14
50390,5,1011,7,30.0,210.0,2024-02-05
50391,2,1012,1,40.0,40.0,2024-02-16
50392,5,1004,7,180.0,1260.0,2024-08-02
50393,4,1006,3,120.0,360.0,2024-07-08
50394,3,1012,6,40.0,240.0,2024-10-17
50395,5,1002,1,35.0,35.0,2024-03-20
50396,2,1013,10,120.0,1200.0,2024-01-26
50397,1,1005,8,185.0,1480.0,2024-12-04
50398,4,1008,10,65.0,650.0,2024-08-14
50399,4,1005,4,185.0,740.0,2024-09-19
50400,1,1006,7,120.0,840.0,2024-02-26
50401,3,1011,10,30.0,300.0,2024-09-06
50402,5,1011,5,30.0,150.0,2024-01-24
50403,2,1007,10,45.0,450.0,2024-01-29
50404,1,1004,5,180.0,900.0,2024-04-18
50405,2,1013,5,120.0,600.0,2024-05-28
50406,3,1002,1,35.0,35.0,2024-09-11
50407,4,1003,3,55.0,165.0,2024-07-13
50408,5,1012,4,40.0,160.0,2024-09-13
50409,5,1014,6,35.0,210.0,2024-02-06
50410,4,1014,1,35.0,35.0,2024-08-11
50411,1,1008,2,65.0,130.0,2024-06-09
50412,5,1007,10,45.0,450.0,2024-07-26
50413,4,1005,2,185.0,370.0,2024-07-26
50414,1,1006,3,120.0,360.0,2024-11-12
50415,4,1014,6,35.0,210.0,2024-02-15
50416,4,1014,2,35.0,70.0,2024-05-04
50417,4,1010,7,25.0,175.0,2024-09-25
50418,1,1007,5,45.0,225.0,2024-06-22
50419,2,1006,3,120.0,360.0,2024-02-09
50420,5,1011,2,30.0,60.0,2024-09-28
50421,5,1004,6,180.0,1080.0,2024-06-28
50422,2,1004,2,180.0,360.0,2024-03-15
50423,3,1004,3,180.0,540.0,2024-11-04
50424,2,1013,2,120.0,240.0,2024-03-31
50425,4,1008,10,65.0,650.0,2024-10-23
50426,4,1011,10,30.0,300.0,2024-11-25
50427,5,1006,6,120.0,720.0,2024-03-18
50428,4,1002,8,35.0,280.0,2024-08-14
50429,3,1013,5,120.0,600.0,2024-10-29
50430,1,1006,9,120.0,1080.0,2024-02-07
50431,3,1008,8,65.0,520.0,2024-01-20
50432,1,1006,5,120.0,600.0,2024-02-09
50433,1,1010,10,25.0,250.0,2024-09-16
50434,4,1008,10,65.0,650.0,2024-10-10
50435,1,1008,10,65.0,650.0,2024-11-29
50436,2,1006,10,120.0,1200.0,2024-08-31
50437,5,1003,1,55.0,55.0,2024-08-18
50438,1,1013,6,120.0,720.0,2024-02-13
50439,5,1011,3,30.0,90.0,2024-01-21
50440,2,1012,8,40.0,320.0,2024-08-12
50441,5,1009,10,85.0,850.0,2024-03-22
50442,3,1006,5,120.0,600.0,2024-07-17
50443,4,1013,6,120.0,720.0,2024-12-13
50444,5,1001,6,450.0,2700.0,2024-02-03
50445,3,1002,9,35.0,315.0,2024-12-13
50446,4,1005,5,185.0,925.0,2024-12-02
50447,5,1014,3,35.0,105.0,2024-06-19
50448,1,1010,3,25.0,75.0,2024-06-28
50449,3,1011,7,30.0,210.0,2024-03-07
50450,5,1012,2,40.0,80.0,2024-06-07
50451,5,1007,6,45.0,270.0,2024-03-06
50452,5,1002,7,35.0,245.0,2024-09-17
50453,3,1001,6,450.0,2700.0,2024-06-07
50454,2,1004,6,180.0,1080.0,2024-09-05
50455,2,1004,3,180.0,540.0,2024-03-20
50456,1,1005,2,185.0,370.0,2024-09-16
50457,5,1014,9,35.0,315.0,2024-01-20
50458,3,1013,10,120.0,1200.0,2024-03-08
50459,5,1007,3,45.0,135.0,2024-03-24
50460,2,1014,10,35.0,350.0,2024-03-25
50461,4,1001,7,450.0,3150.0,2024-07-05
50462,2,1008,10,65.0,650.0,2024-05-25
50463,4,1004,9,180.0,1620.0,2024-05-02
50464,3,1013,8,120.0,960.0,2024-04-09
50465,3,1011,10,30.0,300.0,2024-08-13
50466,4,1013,5,120.0,600.0,2024-07-14
50467,5,1009,7,85.0,595.0,2024-03-23
50468,2,1013,10,120.0,1200.0,2024-03-11
50469,3,1001,8,450.0,3600.0,2024-07-09
50470,5,1002,9,35.0,315.0,2024-03-04
50471,3,1002,3,35.0,105.0,2024-05-19
50472,4,1009,3,85.0,255.0,2024-08-11
50473,1,1004,8,180.0,1440.0,2024-06-27
50474,1,1007,1,45.0,45.0,2024-07-21
50475,5,1006,4,120.0,480.0,2024-07-16
50476,1,1006,4,120.0,480.0,2024-01-15
50477,3,1002,6,35.0,210.0,2024-03-15
50478,2,1001,5,450.0,2250.0,2024-08-29
50479,2,1013,8,120.0,960.0,2024-08-17
50480,5,1001,2,450.0,900.0,2024-01-10
50481,3,1004,3,180.0,540.0,2024-10-07
50482,5,1009,7,85.0,595.0,2024-02-26
50483,3,1004,5,180.0,900.0,2024-03-03
50484,1,1004,7,180.0,1260.0,2024-11-23
50485,5,1008,2,65.0,130.0,2024-02-26
50486,4,1010,9,25.0,225.0,2024-01-09
50487,5,1010,4,25.0,100.0,2024-03-14
50488,3,1007,1,45.0,45.0,2024-11-10
50489,3,1004,10,180.0,1800.0,2024-08-01
50490,2,1011,2,30.0,60.0,2024-09-25
50491,3,1002,9,35.0,315.0,2024-10-05
50492,5,1013,9,120.0,1080.0,2024-10-10
50493,1,1007,8,45.0,360.0,2024-01-23
50494,4,1006,5,120.0,600.0,2024-01-09
50495,3,1013,2,120.0,240.0,2024-06-25
50496,2,1012,2,40.0,80.0,2024-10-24
50497,3,1003,1,55.0,55.0,2024-06-29
50498,5,1006,3,120.0,360.0,2024-12-16
50499,4,1012,8,40.0,320.0,2024-11-19
50500,2,1013,3,120.0,360.0,2024-02-02
60500,2,1013,3,120.0,360.0,2024-02-02
50501,4,1001,5,450.0,2250.0,2024-04-13
50502,1,1013,4,120.0,480.0,2024-01-22
50503,3,1005,9,185.0,1665.0,2024-07-22
50504,5,1008,5,65.0,325.0,2024-01-19
50505,2,1005,6,185.0,1110.0,2024-01-25
50506,3,1005,2,185.0,370.0,2024-07-07
50507,4,1007,8,45.0,360.0,2024-07-16
50508,3,1003,8,55.0,440.0,2024-12-20
50509,4,1006,9,120.0,1080.0,2024-05-16
50510,1,1012,7,40.0,280.0,2024-02-10
50511,4,1010,3,25.0,75.0,2024-10-06
50512,3,1006,2,120.0,240.0,2024-02-10
50513,3,1011,5,30.0,150.0,2024-06-05
50514,4,1010,7,25.0,175.0,2024-03-26
50515,4,1006,8,120.0,960.0,2024-01-22
50516,3,1010,7,25.0,175.0,2024-05-20
50517,1,1002,7,35.0,245.0,2024-07-05
50518,5,1013,3,120.0,360.0,2024-01-16
50519,2,1014,10,35.0,350.0,2024-12-13
50520,4,1001,3,450.0,1350.0,2024-02-04
50521,2,1013,6,120.0,720.0,2024-07-04
50522,4,1010,1,25.0,25.0,2024-11-05
50523,2,1011,8,30.0,240.0,2024-07-08
50524,3,1008,2,65.0,130.0,2024-10-20
50525,2,1009,6,85.0,510.0,2024-07-22
50526,3,1011,5,30.0,150.0,2024-05-07
50527,1,1001,3,450.0,1350.0,2024-09-12
50528,5,1007,9,45.0,405.0,2024-03-01
50529,3,1013,5,120.0,600.0,2024-12-26
50530,4,1004,10,180.0,1800.0,2024-05-26
50531,4,1004,2,180.0,360.0,2024-03-10
50532,1,1008,3,65.0,195.0,2024-08-15
50533,1,1013,6,120.0,720.0,2024-12-07
50534,3,1012,2,40.0,80.0,2024-10-08
50535,5,1005,5,185.0,925.0,2024-03-21
50536,2,1013,6,120.0,720.0,2024-09-17
50537,2,1002,4,35.0,140.0,2024-03-12
50538,2,1013,8,120.0,960.0,2024-01-14
50539,3,1009,10,85.0,850.0,2024-07-07
50540,4,1013,9,120.0,1080.0,2024-03-07
50541,5,1002,2,35.0,70.0,2024-06-07
50542,4,1012,8,40.0,320.0,2024-09-26
50543,4,1013,7,120.0,840.0,2024-10-21
50544,1,1003,6,55.0,330.0,2024-11-24
50545,1,1008,8,65.0,520.0,2024-12-14
50546,5,1006,3,120.0,360.0,2024-10-09
50547,5,1003,3,55.0,165.0,2024-08-09
50548,5,1014,1,35.0,35.0,2024-03-04
50549,5,1003,5,55.0,275.0,2024-03-25
50550,2,1006,4,120.0,480.0,2024-06-26
50551,5,1005,2,185.0,370.0,2024-05-08
50552,2,1011,9,30.0,270.0,2024-05-20
